ID	data	length	Byte1	Byte2	Byte3	Byte4	Byte5	Byte6	Byte7	Byte8
C7	029A2173	4	02	9A	21	73				
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
1EF	00000000	4	00	00	00	00				
C7	029A2173	4	02	9A	21	73				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	8D000040	4	8D	00	00	40				
C7	029A2173	4	02	9A	21	73				
1E1	0000040000	5	00	00	04	00	00			
19D	80003FFE000000FF	8	80	00	3F	FE	00	00	00	FF
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
3D1	013BC00000000000	8	01	3B	C0	00	00	00	00	00
C7	029A2173	4	02	9A	21	73				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
772	00110056006F02	7	00	11	00	56	00	6F	02	
1F3	0000	2	00	00						
C7	029A2173	4	02	9A	21	73				
C9	0000000700410800	8	00	00	00	07	00	41	08	00
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
1EF	00000000	4	00	00	00	00				
F1	A5000040	4	A5	00	00	40				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1ED	0190000000006F8B	8	01	90	00	00	00	00	6F	8B
C7	029A2173	4	02	9A	21	73				
19D	C0003FFD000000FF	8	C0	00	3F	FD	00	00	00	FF
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1A1	00100000000000	7	00	10	00	00	00	00	00	
1EF	00000000	4	00	00	00	00				
1E1	00FF050020	5	00	FF	05	00	20			
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1AF	0000	2	00	00						
F1	8D000040	4	8D	00	00	40				
C7	029A2173	4	02	9A	21	73				
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1ED	0190000000006F8B	8	01	90	00	00	00	00	6F	8B
1EF	00000000	4	00	00	00	00				
C7	029A2173	4	02	9A	21	73				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	99000040	4	99	00	00	40				
1F3	4040	2	40	40						
C7	029A2173	4	02	9A	21	73				
19D	00000000000000FF	8	00	00	00	00	00	00	00	FF
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1C3	060E060E00000000	8	06	0E	06	0E	00	00	00	00
2C3	060E06640FFFC8	7	06	0E	06	64	0F	FF	C8	
C7	029A2173	4	02	9A	21	73				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
12A	42000000B2641FFF	8	42	00	00	00	B2	64	1F	FF
134	00001000	4	00	00	10	00				
C7	029A2173	4	02	9A	21	73				
1F1	0000000008000070	8	00	00	00	00	08	00	00	70
1ED	0190000000006F8B	8	01	90	00	00	00	00	6F	8B
F1	B1000040	4	B1	00	00	40				
C7	029A2173	4	02	9A	21	73				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C7	029A2173	4	02	9A	21	73				
1AF	0000	2	00	00						
19D	40003FFF000000FF	8	40	00	3F	FF	00	00	00	FF
F1	8D000040	4	8D	00	00	40				
1EF	00000000	4	00	00	00	00				
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
C7	029A2173	4	02	9A	21	73				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F9	0000400000177CFF	8	00	00	40	00	00	17	7C	FF
F1	99000040	4	99	00	00	40				
C7	029A2173	4	02	9A	21	73				
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
1EF	00000000	4	00	00	00	00				
C7	029A2173	4	02	9A	21	73				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	A5000040	4	A5	00	00	40				
C7	029A2173	4	02	9A	21	73				
1F3	C0C0	2	C0	C0						
19D	80003FFE000000FF	8	80	00	3F	FE	00	00	00	FF
1F5	0F0F002100000300	8	0F	0F	00	21	00	00	03	00
3C1	0765140000000000	8	07	65	14	00	00	00	00	00
3E9	0000010F00000000	8	00	00	01	0F	00	00	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
3F1	00FF8C1800FF0000	8	00	FF	8C	18	00	FF	00	00
C7	029A2173	4	02	9A	21	73				
1E1	00FD070060	5	00	FD	07	00	60			
3C9	0100000000000000	8	01	00	00	00	00	00	00	00
1EF	00000000	4	00	00	00	00				
1E1	0000040000	5	00	00	04	00	00			
C7	029A2173	4	02	9A	21	73				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C9	0000000700410800	8	00	00	00	07	00	41	08	00
C7	029A2173	4	02	9A	21	73				
19D	C0003FFD000000FF	8	C0	00	3F	FD	00	00	00	FF
F1	99000040	4	99	00	00	40				
1F5	0F0F002100000300	8	0F	0F	00	21	00	00	03	00
1EF	00000000	4	00	00	00	00				
C7	029A2173	4	02	9A	21	73				
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
F1	A5000040	4	A5	00	00	40				
C7	029A2173	4	02	9A	21	73				
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1EF	00000000	4	00	00	00	00				
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
C7	029A2173	4	02	9A	21	73				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	B1000040	4	B1	00	00	40				
F9	0000400000177CFF	8	00	00	40	00	00	17	7C	FF
C7	029A2173	4	02	9A	21	73				
19D	00000000000000FF	8	00	00	00	00	00	00	00	FF
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
2C3	060E06640FFFC8	7	06	0E	06	64	0F	FF	C8	
C7	029A2173	4	02	9A	21	73				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
12A	42000000B2641FFF	8	42	00	00	00	B2	64	1F	FF
134	00001000	4	00	00	10	00				
C7	029A2173	4	02	9A	21	73				
1F3	4040	2	40	40						
191	060E060E060E0000	8	06	0E	06	0E	06	0E	00	00
1EF	00000000	4	00	00	00	00				
F1	99000040	4	99	00	00	40				
C7	029A2173	4	02	9A	21	73				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1E1	00FF050020	5	00	FF	05	00	20			
C7	029A2173	4	02	9A	21	73				
19D	40003FFF000000FF	8	40	00	3F	FF	00	00	00	FF
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1A1	00100000000000	7	00	10	00	00	00	00	00	
1EF	00000000	4	00	00	00	00				
1E1	00FE060040	5	00	FE	06	00	40			
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1AF	0000	2	00	00						
F1	B1000040	4	B1	00	00	40				
1F3	8080	2	80	80						
C7	029A2173	4	02	9A	21	73				
C9	0000	2	00	00						
C7	03FE0000	4	03	FE	00	00				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
19D	C0003FFD000000FF	8	C0	00	3F	FD	00	00	00	FF
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
280	0000000000000000	8	00	00	00	00	00	00	00	00
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
1EF	00000000	4	00	00	00	00				
1F3	8080	2	80	80						
1AF	0000	2	00	00						
C7	03FE0000	4	03	FE	00	00				
F1	99000040	4	99	00	00	40				
1E1	00FF050020	5	00	FF	05	00	20			
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
1A1	00104100000000	7	00	10	41	00	00	00	00	
2C3	061B06640FFFC8	7	06	1B	06	64	0F	FF	C8	
3F9	020000428C000000	8	02	00	00	42	8C	00	00	00
C7	03FE0000	4	03	FE	00	00				
F1	A5000040	4	A5	00	00	40				
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
C9	0000000000400800	8	00	00	00	00	00	40	08	00
C7	03FE0000	4	03	FE	00	00				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1EF	00000000	4	00	00	00	00				
380	020000008000231D	8	02	00	00	00	80	00	23	1D
F1	B1000040	4	B1	00	00	40				
C7	03FE0000	4	03	FE	00	00				
1F3	C0C0	2	C0	C0						
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
1C3	061B061B00000000	8	06	1B	06	1B	00	00	00	00
F1	8D000040	4	8D	00	00	40				
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03FE0000	4	03	FE	00	00				
1AF	0000	2	00	00						
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
C9	0000000A00400800	8	00	00	00	0A	00	40	08	00
C7	03FE0000	4	03	FE	00	00				
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
1EF	00000000	4	00	00	00	00				
380	0200000080002010	8	02	00	00	00	80	00	20	10
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
C7	03FE0000	4	03	FE	00	00				
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
F1	A5000040	4	A5	00	00	40				
C7	03FE0000	4	03	FE	00	00				
C9	0000000000400800	8	00	00	00	00	00	40	08	00
1C3	061B061B00000000	8	06	1B	06	1B	00	00	00	00
3E9	0000000000000000	8	00	00	00	00	00	00	00	00
244	06AE04007F000155	8	06	AE	04	00	7F	00	01	55
C7	03FE0000	4	03	FE	00	00				
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
1E1	00FD070060	5	00	FD	07	00	60			
C7	03FE0000	4	03	FE	00	00				
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
1EF	00000000	4	00	00	00	00				
388	0000001000000000	8	00	00	00	10	00	00	00	00
3C9	0400000000000000	8	04	00	00	00	00	00	00	00
644	02EE040000000000	8	02	EE	04	00	00	00	00	00
280	0000000000000000	8	00	00	00	00	00	00	00	00
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
F1	99000040	4	99	00	00	40				
1F3	4040	2	40	40						
C7	03FE0000	4	03	FE	00	00				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
19D	C0003FFD000000FF	8	C0	00	3F	FD	00	00	00	FF
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
C7	03FE0000	4	03	FE	00	00				
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
1ED	0190000000001225	8	01	90	00	00	00	00	12	25
1E1	0000040000	5	00	00	04	00	00			
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03FE0000	4	03	FE	00	00				
1AF	0000	2	00	00						
F1	B1000040	4	B1	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
1C3	061B061B00000000	8	06	1B	06	1B	00	00	00	00
2C3	061B06640FFFC8	7	06	1B	06	64	0F	FF	C8	
C7	03FE0000	4	03	FE	00	00				
F1	8D000040	4	8D	00	00	40				
19D	00000000000000FF	8	00	00	00	00	00	00	00	FF
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
388	0000001000000000	8	00	00	00	10	00	00	00	00
F1	99000040	4	99	00	00	40				
C7	03FE0000	4	03	FE	00	00				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C9	0000000000400800	8	00	00	00	00	00	40	08	00
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
F1	A5000040	4	A5	00	00	40				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C7	03FE0000	4	03	FE	00	00				
19D	40003FFF000000FF	8	40	00	3F	FF	00	00	00	FF
1F5	0E0D000200000300	8	0E	0D	00	02	00	00	03	00
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
F1	B1000040	4	B1	00	00	40				
280	0000000000000000	8	00	00	00	00	00	00	00	00
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
1F3	C0C0	2	C0	C0						
F1	8D000040	4	8D	00	00	40				
544	0280020000	5	02	80	02	00	00			
1EF	00000000	4	00	00	00	00				
3E9	0000000000000000	8	00	00	00	00	00	00	00	00
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
C7	03FE0000	4	03	FE	00	00				
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
3C9	0100000000000000	8	01	00	00	00	00	00	00	00
1E1	0000040000	5	00	00	04	00	00			
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1EF	00000000	4	00	00	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
F1	B1000040	4	B1	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1F1	0000000008000060	8	00	00	00	00	08	00	00	60
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1EF	00000000	4	00	00	00	00				
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C7	03FE0000	4	03	FE	00	00				
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1EF	00000000	4	00	00	00	00				
1E1	00FF050020	5	00	FF	05	00	20			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03FE0000	4	03	FE	00	00				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	A5000040	4	A5	00	00	40				
C9	0000000700410800	8	00	00	00	07	00	41	08	00
1C3	061B061B00000000	8	06	1B	06	1B	00	00	00	00
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
F1	99000040	4	99	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F1	B1000040	4	B1	00	00	40				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1EF	00000000	4	00	00	00	00				
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
F1	8D000040	4	8D	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1A1	00100000000000	7	00	10	00	00	00	00	00	
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
F1	99000040	4	99	00	00	40				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C7	03FE0000	4	03	FE	00	00				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1ED	0190000000001225	8	01	90	00	00	00	00	12	25
1EF	00000000	4	00	00	00	00				
1F3	C0C0	2	C0	C0						
F1	A5000040	4	A5	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1E1	00FD070060	5	00	FD	07	00	60			
C9	0000000700410800	8	00	00	00	07	00	41	08	00
1C3	061B061B00000000	8	06	1B	06	1B	00	00	00	00
3D1	013B800000000000	8	01	3B	80	00	00	00	00	00
3F9	020000008C000000	8	02	00	00	00	8C	00	00	00
4D1	8800030260B2009C	8	88	00	03	02	60	B2	00	9C
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
3C9	0100000000000000	8	01	00	00	00	00	00	00	00
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1EF	00000000	4	00	00	00	00				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
F1	99000040	4	99	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
12A	02000000B25D1FF8	8	02	00	00	00	B2	5D	1F	F8
134	00000000	4	00	00	00	00				
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1A1	00100000000000	7	00	10	00	00	00	00	00	
F1	A5000040	4	A5	00	00	40				
1E1	0000040000	5	00	00	04	00	00			
1F1	0000000008000060	8	00	00	00	00	08	00	00	60
C7	03FE0000	4	03	FE	00	00				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
3F1	00FF8C1877FF0000	8	00	FF	8C	18	77	FF	00	00
1EF	00000000	4	00	00	00	00				
4E1	424C353736393937	8	42	4C	35	37	36	39	39	37
4E9	01003C13A2	5	01	00	3C	13	A2			
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	8D000040	4	8D	00	00	40				
52A	0000FFFFFFFF00FF	8	00	00	FF	FF	FF	FF	00	FF
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C7	03FE0000	4	03	FE	00	00				
F1	99000040	4	99	00	00	40				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1E1	00FF050020	5	00	FF	05	00	20			
1F3	4040	2	40	40						
C7	03FE0000	4	03	FE	00	00				
1EF	00000000	4	00	00	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
F1	A5000040	4	A5	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1A1	00100000000000	7	00	10	00	00	00	00	00	
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
F1	B1000040	4	B1	00	00	40				
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
C7	03FE0000	4	03	FE	00	00				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1EF	00000000	4	00	00	00	00				
1E1	00FE060040	5	00	FE	06	00	40			
F1	8D000040	4	8D	00	00	40				
1F3	8080	2	80	80						
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
F1	99000040	4	99	00	00	40				
C9	0000000700410800	8	00	00	00	07	00	41	08	00
C7	03FE0000	4	03	FE	00	00				
1AF	0000	2	00	00						
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
C7	03FE0000	4	03	FE	00	00				
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
3C9	0100000000000000	8	01	00	00	00	00	00	00	00
F1	A5000040	4	A5	00	00	40				
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1EF	00000000	4	00	00	00	00				
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
F1	B1000040	4	B1	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
12A	02000000B25D1FF8	8	02	00	00	00	B2	5D	1F	F8
134	00000000	4	00	00	00	00				
1F1	0000000008000060	8	00	00	00	00	08	00	00	60
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1ED	0190000000001225	8	01	90	00	00	00	00	12	25
1EF	00000000	4	00	00	00	00				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	A5000040	4	A5	00	00	40				
1E1	0000040000	5	00	00	04	00	00			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1EF	00000000	4	00	00	00	00				
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
C7	03FE0000	4	03	FE	00	00				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F3	0000	2	00	00						
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1EF	00000000	4	00	00	00	00				
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
F1	8D000040	4	8D	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1ED	0190000000001225	8	01	90	00	00	00	00	12	25
F1	99000040	4	99	00	00	40				
1E1	00FF050020	5	00	FF	05	00	20			
C7	03FE0000	4	03	FE	00	00				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1EF	00000000	4	00	00	00	00				
1F3	4040	2	40	40						
F1	A5000040	4	A5	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
F1	B1000040	4	B1	00	00	40				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
C9	0000000700410800	8	00	00	00	07	00	41	08	00
1ED	0190000000001225	8	01	90	00	00	00	00	12	25
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
4C9	40410000	4	40	41	00	00				
C7	03FE0000	4	03	FE	00	00				
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
3C9	0100000000000000	8	01	00	00	00	00	00	00	00
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1EF	00000000	4	00	00	00	00				
191	061B061B05750000	8	06	1B	06	1B	05	75	00	00
F1	99000040	4	99	00	00	40				
C7	03FE0000	4	03	FE	00	00				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1F1	0000000008000060	8	00	00	00	00	08	00	00	60
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1EF	00000000	4	00	00	00	00				
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C7	03FE0000	4	03	FE	00	00				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
C9	0000000000410800	8	00	00	00	00	00	41	08	00
C7	03FE0000	4	03	FE	00	00				
1EF	00000000	4	00	00	00	00				
1E1	00FD070060	5	00	FD	07	00	60			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03FE0000	4	03	FE	00	00				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	8D000040	4	8D	00	00	40				
C9	0000000700410800	8	00	00	00	07	00	41	08	00
1C3	061B061B00000000	8	06	1B	06	1B	00	00	00	00
1F5	0E0D002200000300	8	0E	0D	00	22	00	00	03	00
3FB	0000	2	00	00						
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F3	C0C0	2	C0	C0						
C9	0000000A00410800	8	00	00	00	0A	00	41	08	00
1ED	0190000000001225	8	01	90	00	00	00	00	12	25
1EF	00000000	4	00	00	00	00				
F1	B1000040	4	B1	00	00	40				
F1	A5000040	4	A5	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
3F1	00FF8C1877FF0000	8	00	FF	8C	18	77	FF	00	00
C9	0000000D00410800	8	00	00	00	0D	00	41	08	00
1EF	00000000	4	00	00	00	00				
F1	B1000040	4	B1	00	00	40				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
C9	0000000000410800	8	00	00	00	00	00	41	08	00
1EF	00000000	4	00	00	00	00				
1F3	0000	2	00	00						
F1	8D000040	4	8D	00	00	40				
C7	03FE0000	4	03	FE	00	00				
F9	7A274000000000FF	8	7A	27	40	00	00	00	00	FF
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
F1	99000040	4	99	00	00	40				
1E1	00FF050020	5	00	FF	05	00	20			
C9	0000000700410800	8	00	00	00	07	00	41	08	00
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
19D	00000000000000FF	8	00	00	00	00	00	00	00	FF
3E9	0000000000000000	8	00	00	00	00	00	00	00	00
C7	03FE0000	4	03	FE	00	00				
F1	A5000040	4	A5	00	00	40				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
